,UserID,ISBN,BookRating
353577,85273,0385492081,10
353782,85367,0439064864,10
353783,85367,0439136350,10
353784,85367,0439139597,10
353785,85367,043935806X,10
353788,85367,059035342X,10
353852,85389,0440220602,7
353899,85426,0064407667,9
353923,85426,0156027321,10
353937,85426,0312924585,8
353945,85426,0345342968,10
353958,85426,0375700757,9
353959,85426,0375707972,9
353969,85426,0385335482,6
353988,85426,0440206154,10
354033,85426,059035342X,10
354159,85431,0316284955,8
354168,85433,0446310786,10
354356,85495,0446608955,9
354365,85501,0316096199,8
354372,85502,0385504209,9
354375,85502,0446672211,8
354380,85502,068484477X,9
354411,85523,0440221471,7
354428,85526,0060930535,8
354440,85526,0062502182,10
354486,85526,0312195516,8
354525,85526,0375726403,9
354559,85526,0385720106,8
354589,85526,044651652X,5
354595,85526,0452282152,7
354623,85526,0671510053,7
354849,85534,0440234743,7
354890,85554,0061009059,8
354892,85554,0142000205,8
354995,85619,0440222656,6
355030,85653,0375727345,9
355460,85667,0971880107,7
355522,85701,0345353145,5
355839,85757,0060392452,7
355848,85757,0060976845,6
355883,85757,0312278586,8
355886,85757,0312305060,9
355926,85757,0375725784,9
355945,85757,0385335482,6
356029,85757,0671027360,5
356047,85757,067976402X,9
356132,85757,1573229326,9
356167,85769,0440214041,8
356210,85780,0452282829,5
356329,85856,0440206154,10
356333,85865,0345361792,10
356337,85872,0060392452,7
356415,85892,0385504209,9
356453,85925,0805063897,10
356500,85950,0440220602,5
356501,85950,0440221471,8
356554,85992,0345370775,9
356571,85992,0804114986,6
356683,85993,0439064864,10
356684,85993,0439136350,10
356685,85993,0439139597,10
356686,85993,043935806X,10
356688,85993,0440206154,10
356690,85993,0440224764,10
356745,85993,059035342X,10
356812,85993,0786868716,8
356871,86001,1558743669,7
357050,86048,0805063897,9
357067,86051,044021145X,9
357072,86051,067976402X,9
357083,86055,0345342968,9
357099,86073,0316776963,9
357144,86093,059035342X,10
357274,86123,0385486804,9
357275,86123,0385504209,7
357294,86123,0786868716,7
357302,86123,0971880107,4
357323,86134,0449005615,9
357360,86140,0439136350,6
357361,86140,0439139600,7
357424,86145,0446610038,5
357499,86145,0804106304,6
357620,86189,0142001740,6
357624,86189,0156027321,8
357636,86189,0316666343,8
357655,86189,0375727345,8
357666,86189,0385504209,3
357685,86189,044021145X,8
357686,86189,0440212561,8
357737,86189,067976402X,5
357805,86202,0060502258,6
357866,86202,0312278586,8
357928,86202,0385335482,7
357936,86202,0385504209,7
357939,86202,0385722206,7
357967,86202,0449212602,9
357977,86202,0452282152,9
358070,86202,0786868716,6
358094,86202,1400034779,7
358212,86242,0345353145,6
358216,86242,0345417623,4
358377,86243,0156027321,9
358778,86243,0971880107,6
358888,86276,0060502258,5
358903,86277,059035342X,7
358910,86290,0316769487,8
358985,86333,0671510053,4
359033,86368,044023722X,2
359059,86392,0060938455,10
359092,86392,0380789019,9
359121,86392,0590353403,8
359255,86418,0440236673,8
359288,86423,0345339703,10
359308,86451,0345339703,8
359324,86463,0060928336,9
359332,86465,044023722X,7
359398,86489,0345337662,7
359402,86489,0385265700,8
359408,86489,0440241073,8
359423,86495,0590353403,9
359918,86643,0060934417,9
359946,86680,044023722X,5
360013,86692,0062502182,10
360030,86720,0060502258,6
360102,86751,044022165X,9
360103,86751,0440241073,9
360182,86816,0449212602,10
360189,86819,0060928336,9
360213,86835,0060938455,10
360230,86835,0312278586,6
360234,86835,0316666343,10
360251,86835,0375706771,10
360278,86835,0446672211,8
360391,86841,0671003755,9
360400,86849,043935806X,8
360444,86882,0671021001,10
360455,86906,0385504209,6
360456,86906,0385720106,7
360463,86906,0684874350,9
360466,86913,0062502182,8
360708,86959,0380789035,10
360742,86959,0805063897,10
360774,86969,0156027321,8
360783,86969,0440234743,8
360797,86969,0671027360,10
360911,87051,0142000205,10
360916,87051,0385265700,10
360956,87093,0804106304,8
360959,87095,1558743669,7
360962,87101,0140293248,8
360997,87114,1400034779,10
361130,87141,0312924585,9
361473,87141,044021145X,8
361474,87141,0440211727,8
361475,87141,0440213525,8
361483,87141,0440220602,8
361505,87141,0440236673,8
361860,87141,059035342X,10
362173,87141,0842329129,8
362589,87147,0312291639,6
362604,87155,0060502258,10
362637,87155,0446608955,10
362665,87161,0385504209,7
362692,87194,0316284955,8
362716,87216,0446310786,9
362722,87228,0440212561,10
362823,87301,0060976845,9
362846,87313,0060502258,8
362893,87351,0345361792,8
362896,87351,0380789035,9
362977,87402,0804114986,8
362981,87403,0060959037,7
362983,87403,0743237188,7
363004,87432,0156027321,9
363032,87473,0440225701,6
363033,87473,0451524934,8
363099,87540,0385486804,10
363192,87555,0060392452,10
363223,87555,0060938455,10
363244,87555,0062502182,7
363376,87555,0142000205,9
363483,87555,0345313860,8
363489,87555,0345337662,7
363490,87555,0345339681,7
363629,87555,0385484518,10
363736,87555,0439139597,9
363812,87555,0449212602,10
363857,87555,0451524934,10
364459,87573,0385504209,8
364477,87579,0375700757,5
364487,87579,0446606812,7
364491,87579,067976402X,6
364494,87579,0684872153,5
364533,87597,0064407667,5
364610,87610,0385503822,8
364646,87632,0786868716,9
364671,87648,0060502258,1
364673,87649,0971880107,2
364755,87690,0446611867,8
364896,87712,0385265700,8
364913,87712,0440226430,10
364954,87712,0590353403,10
364979,87712,0671021001,9
365053,87729,059035342X,9
366104,87900,044023722X,7
366110,87906,0345417623,8
366120,87911,0345342968,8
366125,87911,0385335482,2
366133,87911,0446310786,5
366146,87914,0345337662,9
366159,87929,0345313860,8
366175,87929,0440224764,8
366179,87929,044651652X,9
366203,87929,0679746048,9
366249,87938,0156027321,10
366264,87938,0439136369,7
366265,87938,0439139600,8
366266,87938,043935806X,8
366270,87938,059035342X,8
366310,87948,0446610038,5
366328,87949,0345339681,10
366386,87964,0060938455,8
366418,87964,0440219078,8
366732,88006,0440234743,4
366784,88042,0804114986,9
366968,88122,0316769487,10
366969,88122,0345339681,10
366993,88122,0399501487,10
367001,88122,0439064864,10
367004,88122,0439136350,10
367005,88122,0439139597,10
367045,88122,0590353403,10
367113,88142,0971880107,9
367115,88146,044021145X,10
367119,88146,0671003755,8
367164,88185,0156027321,8
367166,88187,0142001740,7
367175,88187,0446672211,10
367178,88187,0671003755,9
367195,88203,0971880107,4
367220,88223,0671021001,5
367236,88229,0142001740,10
367242,88229,0316096199,10
367244,88229,0316601950,9
367245,88229,0316666343,10
367255,88229,0375707972,9
367257,88229,0380731851,10
367266,88229,0446672211,10
367276,88229,0671021001,10
367280,88229,0679429220,10
367284,88229,068484477X,10
367373,88242,0316666343,7
367408,88248,0385720106,5
367426,88256,068484477X,10
367463,88283,0060392452,10
367490,88283,0140298479,10
367505,88283,0312291639,8
367534,88283,0385335482,10
367554,88283,0440213525,7
367734,88288,0385486804,8
367782,88320,0345339703,10
367816,88330,0446672211,8
367853,88360,0316666343,7
367854,88360,0440236673,8
367875,88389,0385504209,7
367878,88389,044022165X,7
367882,88389,0446605239,7
367883,88389,0446606812,8
367952,88412,0142000205,5
367954,88412,0345337662,8
367956,88412,0345361792,10
367979,88412,0679429220,9
368038,88435,0439064872,10
368039,88435,0439136369,10
368040,88435,0439139600,10
368042,88435,043935806X,10
368053,88435,059035342X,10
368148,88475,0316601950,8
368309,88631,0060928336,5
368338,88646,0446672211,5
368648,88677,0440222656,8
368838,88684,0316601950,8
368903,88693,0140067477,8
368943,88693,0312195516,7
368945,88693,0312278586,8
369006,88693,0375726403,8
369031,88693,0385504209,8
369116,88693,0452282152,8
369117,88693,0452282829,8
369179,88693,0671003755,7
369183,88693,0671027360,7
369208,88693,067976402X,7
369252,88693,0971880107,4
369409,88733,0060915544,8
369412,88733,0060928336,8
369416,88733,0060959037,10
369546,88733,0312983271,8
369579,88733,0345339681,9
369806,88733,0439064872,10
369807,88733,0439136369,10
369808,88733,0439139597,9
369809,88733,0439139600,10
369811,88733,043935806X,8
369826,88733,044021145X,7
369871,88733,0446672211,8
370023,88733,059035342X,10
370135,88733,0679429220,8
370528,88734,0743418174,8
370578,88738,0449005615,10
370604,88738,0671001795,10
370719,88793,0061009059,9
370745,88793,0316776963,9
370774,88793,0375725784,5
370870,88793,1400034779,10
370934,88812,0439064872,9
370935,88812,0439136369,8
370936,88812,059035342X,9
370970,88825,0684872153,5
371026,88872,0452282152,8
371072,88905,0440236673,6
371093,88937,0060928336,5
371133,88937,0345337662,7
371134,88937,0345339703,5
371149,88937,0375727345,7
371200,88937,0440224764,7
371201,88937,0440225701,7
371221,88937,0446672211,8
371228,88937,0449212602,7
371316,88937,0812550706,8
371371,88976,0385492081,9
371372,88976,0399501487,9
371454,88993,0440220602,8
371510,89014,0312278586,9
371518,89014,0316096199,10
371685,89047,0060938455,8
371687,89050,0312278586,8
371690,89057,0142001740,7
371699,89057,0452282152,8
371711,89059,0385504209,7
371718,89059,0743418174,9
371737,89071,0060928336,10
371741,89074,0439136369,10
371743,89074,059035342X,10
371815,89098,0440221471,8
372330,89263,0671001795,9
372371,89306,043935806X,9
372578,89320,0684874350,10
372600,89339,0060392452,6
372629,89346,0156027321,10
372734,89391,0312983271,9
372796,89402,0684872153,9
372851,89470,0399501487,9
372885,89485,0804114986,9
372930,89507,0971880107,5
373002,89551,0385504209,10
373139,89569,0590353403,5
373183,89602,0060934417,7
373188,89602,0060959037,7
373192,89602,0060987103,6
373227,89602,014028009X,5
373236,89602,0142001740,9
373268,89602,0316666343,8
373269,89602,0316776963,8
373276,89602,0345361792,8
373312,89602,0375726403,6
373313,89602,0375727345,5
373329,89602,0380789019,8
373330,89602,0380789035,5
373355,89602,0385504209,8
373415,89602,0446310786,9
373457,89602,0452282829,5
373502,89602,0671027360,7
373519,89602,0679429220,8
373533,89602,0679746048,5
373577,89602,0743418174,7
373606,89602,0786868716,6
373642,89602,1400034779,8
373660,89602,1573229326,5
373760,89651,0671027360,8
373794,89711,0385504209,10
373877,89851,0140067477,8
373879,89851,0312278586,8
373901,89851,0804106304,8
373913,89852,0060928336,10
373915,89852,0060987103,8
374039,89867,0971880107,3
374129,89874,0385504209,10
374130,89874,0446310786,9
374133,89874,0671027360,10
374554,89901,0743418174,9
374580,89913,0142001740,8
374581,89913,0312291639,7
374629,89945,0440214041,8
374645,89991,044651652X,10
374677,90046,0446310786,9
374709,90049,0345361792,1
374727,90049,044023722X,5
374754,90049,0684872153,10
374996,90135,0375700757,7
375003,90137,0312966970,7
375074,90146,0060915544,8
375077,90146,0440225701,5
375151,90174,043935806X,7
375167,90176,0440224675,7
375183,90192,006101351X,7
375214,90198,0345353145,10
375232,90198,0440211727,6
375233,90198,0440214041,7
375271,90221,068484477X,8
375278,90228,0684801523,8
375485,90259,0142001740,8
375491,90259,0452282152,9
375566,90279,0679746048,6
375707,90322,0553279912,7
375740,90358,0440224675,7
375769,90391,0156027321,5
375803,90391,0452282152,10
375838,90417,0060928336,8
375842,90417,0316569321,10
375843,90417,0316601950,9
375848,90417,0375707972,9
375859,90417,0440211727,8
375860,90417,0440214041,8
375861,90417,0440226430,10
375864,90417,0446606812,5
375873,90417,0515131229,9
375879,90417,0842329129,9
375900,90423,0385484518,8
375949,90431,059035342X,10
375953,90437,0385722206,8
375966,90454,067976402X,8
376097,90517,0316601950,7
376103,90517,0671003755,8
376175,90609,0971880107,4
376178,90614,0316569321,3
376204,90616,0156027321,10
376209,90616,0316666343,7
376236,90616,0590353403,5
376329,90653,0439064872,10
376342,90653,0804114986,10
376420,90694,0380789035,8
376473,90700,0671510053,8
376474,90700,0804114986,8
376476,90708,0060928336,10
376505,90727,0316769487,8
376547,90736,043935806X,8
376558,90743,0439064864,10
376562,90743,0684801523,9
376581,90763,0316666343,10
376790,90783,0671021001,8
376793,90784,0345313860,5
376838,90793,0316769487,8
377013,90915,0446608955,5
377069,90966,0842329129,10
377070,90971,0375700757,8
377222,91023,014028009X,10
377266,91026,0156027321,2
377379,91049,0971880107,1
377406,91058,0316776963,10
377407,91058,0375706771,5
377412,91058,0385505833,5
377431,91058,0671027360,7
377466,91071,0060938455,8
377467,91074,0971880107,3
377489,91087,0440221471,9
377494,91097,0375706771,7
377549,91103,006101351X,5
377554,91103,0316284955,7
377555,91103,0316666343,9
377557,91103,0345443284,6
377567,91103,0385505833,8
377575,91103,044021145X,7
377579,91103,0440222656,5
377585,91103,044651652X,6
377603,91103,0671021001,7
377610,91103,067976402X,5
377635,91113,0060959037,10
377636,91113,0060987103,9
377640,91113,0140298479,8
377646,91113,0156027321,8
377647,91113,0312195516,8
377660,91113,0316096199,9
377663,91113,0345361792,10
377672,91113,0375726403,9
377675,91113,0380731851,10
377693,91113,0440221471,8
377742,91113,0743237188,8
377754,91113,0805063897,10
377758,91113,0812550706,9
377774,91113,1573229326,9
377782,91116,0060976845,6
377849,91130,0312983271,5
377900,91150,0375726403,8
377918,91165,0380789019,10
377951,91184,0062502182,7
377968,91184,0385484518,6
377975,91184,0439064864,5
377976,91184,0439136369,5
377977,91184,0439139600,6
377978,91184,043935806X,7
377981,91184,0451524934,6
377991,91184,0590353403,5
378052,91203,0060392452,6
378057,91203,0060930535,9
378160,91203,0440241073,6
378332,91254,0971880107,5
378338,91258,0312305060,7
378592,91342,0060976845,7
378695,91342,0440236673,8
378721,91342,0452282829,9
378761,91342,0671021001,7
378841,91388,1558743669,10
378860,91405,0380789019,6
378879,91420,0142001740,8
378911,91424,0971880107,7
378914,91425,014028009X,7
378917,91425,0316776963,9
378946,91428,0064407667,10
379061,91456,0786868716,8
379074,91478,0375706771,5
379113,91494,0671003755,8
379160,91553,0786868716,8
379162,91553,0971880107,2
379277,91604,0671027360,9
379280,91611,0385335482,8
379281,91611,0385484518,10
379346,91631,0375706771,4
379463,91634,0385505833,5
379467,91634,044023722X,10
379477,91634,0684874350,10
379479,91634,0971880107,10
379486,91645,0767902521,9
379519,91675,0786868716,9
379584,91709,0060928336,10
379617,91725,0316666343,8
379642,91761,0060915544,10
379644,91761,0060959037,10
379655,91761,0671003755,8
379687,91787,0743237188,8
379701,91795,0345337662,8
379703,91795,0446608955,10
379704,91795,0446611867,10
379711,91811,0671001795,7
379729,91821,0385486804,9
379749,91832,0060934417,10
379753,91832,0060976845,5
380239,91869,067976402X,10
380244,91875,0316569321,8
380246,91875,0316666343,9
380470,91931,0385722206,8
380567,91931,0671003755,7
380821,91978,0446612545,9
380885,92048,0060987103,10
380886,92048,0142001740,10
380889,92048,0786868716,9
380902,92072,0345339681,5
380959,92132,0440224764,10
380960,92132,0440225701,10
381019,92152,0375726403,9
381031,92152,1400034779,10
381045,92156,0316569321,7
381047,92156,0375727345,6
381049,92156,0440226430,4
381201,92278,044023722X,10
381204,92278,0446672211,8
381206,92278,0684872153,10
381282,92299,0312291639,5
381283,92299,0743418174,6
381306,92316,0345342968,9
381365,92346,0553572997,9
381379,92347,0316666343,9
381390,92364,0385492081,10
381392,92368,0684801523,9
381418,92393,0385722206,7
381433,92398,0452282829,8
381459,92404,0375727345,4
381478,92405,0142001740,10
381483,92405,0312983271,9
381508,92405,0380789019,8
381575,92405,0971880107,6
381637,92424,0446364193,8
381669,92477,0375707972,5
381678,92484,0439139600,8
381691,92494,0590353403,10
381710,92498,0156027321,9
381721,92498,0345361792,8
381760,92498,067976402X,8
381818,92524,0140067477,5
381821,92524,0345337662,7
382075,92547,0842329129,10
382154,92566,0312195516,8
382195,92593,0316666343,8
382198,92596,0767902521,10
382227,92638,0380789035,7
382260,92652,006101351X,5
382531,92664,0440221471,8
382564,92688,0440241073,8
382566,92693,0345339681,10
382567,92693,0345339703,10
382572,92693,0439136369,10
382636,92722,0971880107,1
382637,92724,0060934417,9
382639,92724,0142001740,10
382651,92727,0971880107,2
382653,92733,044023722X,7
382666,92752,0375726403,4
382667,92752,0439064872,10
382673,92759,0385335482,9
382674,92759,0684801523,8
382700,92798,0060938455,8
382716,92800,0805063897,8
382718,92804,0060502258,7
382740,92807,0440211727,5
382794,92810,0345417623,5
382808,92810,0380731851,7
382822,92810,0385504209,9
382844,92810,0440241073,7
382904,92810,059035342X,7
382911,92810,0671027360,6
382988,92819,0440241073,7
382990,92819,067976402X,7
382998,92826,0786868716,10
383009,92844,0312195516,7
383266,92853,0786868716,7
383355,92861,0312278586,10
383362,92861,0316769487,10
383377,92861,0375725784,7
383592,92940,0375706771,10
383603,92951,0345339703,10
383606,92964,0316666343,9
383634,92979,0060915544,8
383703,92979,0375706771,2
383710,92979,0385265700,7
383748,92979,044651652X,1
383815,92979,0684874350,8
383952,93025,059035342X,7
383959,93034,0060392452,9
384059,93046,0312195516,6
384069,93046,0380731851,9
384086,93046,1400034779,8
384148,93047,006101351X,8
384180,93047,0064407667,7
384363,93047,0345337662,7
384458,93047,0385486804,7
384534,93047,0439064864,8
384536,93047,0439136369,9
384537,93047,0439139597,7
384608,93047,0449212602,7
384747,93047,0553572997,7
385181,93047,0971880107,6
385407,93055,0440234743,7
385458,93071,0767902521,10
385470,93085,006101351X,8
386011,93092,0142000205,9
386038,93092,0440221471,8
386039,93092,0440224764,9
386050,93092,0446606812,10
386053,93092,0446611867,9
386072,93092,0671021001,7
386128,93097,0440226430,7
386143,93105,0385503822,9
386197,93116,0671003755,8
386201,93120,0385486804,8
386205,93126,0440219078,10
386210,93129,0812550706,10
386252,93137,0345337662,7
386511,93179,044021145X,8
386514,93179,044023722X,10
386644,93241,0316569321,8
386666,93241,0449005615,8
386669,93241,0452282152,8
386670,93241,0590353403,10
386716,93257,0060959037,10
386730,93257,0971880107,3
386755,93274,0971880107,3
386762,93279,0440206154,8
386826,93314,0061009059,10
386845,93333,0375706771,8
386912,93358,0671003755,8
387043,93363,0440213525,7
387054,93363,0440236673,8
387074,93363,0446610038,8
387221,93363,0842329129,9
387370,93364,0345339681,10
387464,93377,0671510053,8
387481,93386,0684872153,9
387515,93405,0440211727,8
387521,93413,0060928336,8
387540,93421,0060976845,10
387750,93427,0312278586,10
387773,93443,0440221471,7
387804,93453,0452282152,9
387826,93463,0060987103,9
387832,93466,0553572997,8
387834,93467,0385504209,10
387879,93511,0375707972,8
387890,93514,0449005615,7
387902,93518,0446608955,8
388017,93565,0385504209,9
388020,93565,0449005615,10
388033,93565,0671027360,9
388045,93565,0786868716,9
388127,93603,0060959037,8
388215,93629,0312195516,9
388237,93629,0345370775,6
388269,93629,0385504209,9
388270,93629,0385505833,4
388315,93629,0440206154,9
388317,93629,0440214041,7
388348,93629,0449212602,4
388436,93629,0743237188,7
388514,93630,006101351X,7
388536,93631,0440226430,5
388539,93631,0446310786,9
388540,93631,0446605239,2
388577,93636,0345353145,7
388583,93636,0380789019,7
388605,93643,0440225701,8
388606,93643,0440234743,10
388617,93654,0452282829,8
388628,93667,0312291639,9
388644,93679,0316666343,9
388684,93698,0345361792,7
388725,93698,1573229326,8
388765,93712,0060930535,8
388801,93732,0380789035,9
388818,93732,0743237188,10
388899,93772,0440234743,9
388904,93783,0316666343,9
389005,93800,0375727345,6
389008,93800,0440234743,6
389057,93855,0804106304,6
389061,93857,0385504209,10
389081,93871,0440225701,8
389092,93872,0446606812,8
389124,93909,0449005615,8
389136,93929,0671003755,8
389208,94002,0671021001,5
389269,94023,0679429220,8
389284,94027,0375726403,3
389292,94041,0385484518,8
389327,94087,0440222656,10
389335,94094,0060959037,7
389337,94094,0345443284,6
389380,94110,0440220602,8
389399,94132,0440241073,5
389405,94139,0440234743,8
389601,94226,0385720106,7
389605,94237,0440225701,7
389655,94242,0380789019,7
389939,94263,0316769487,10
389943,94263,0385504209,8
389945,94263,0440224764,9
389946,94263,0440241073,8
389947,94263,0684801523,10
389950,94264,0385503822,10
389994,94292,0385486804,7
389996,94294,0385504209,10
390005,94303,0316769487,8
390017,94307,0439136369,9
390110,94347,0060392452,6
390173,94347,0140293248,7
390226,94347,0316776963,6
390240,94347,0345342968,9
390271,94347,0375706771,8
390280,94347,0375727345,9
390323,94347,0385720106,7
390848,94362,0060934417,8
390883,94376,0345313860,10
390884,94376,0345337662,9
390885,94376,0440236673,7
390948,94396,0446364193,10
390959,94408,0312195516,10
391060,94485,059035342X,10
391071,94494,0060938455,7
391088,94494,0446605239,10
391095,94494,0452282152,7
391144,94519,044023722X,5
391156,94526,0312278586,7
391198,94535,0446672211,10
391203,94542,0449005615,7
391225,94549,043935806X,10
391238,94563,0060928336,5
391240,94563,0446672211,5
391297,94630,0671001795,7
391309,94639,0316666343,9
391352,94677,0345417623,7
391359,94682,0345370775,8
391418,94696,0440221471,6
391437,94727,0312966970,9
391449,94730,0316776963,6
391507,94737,0804106304,10
391556,94745,0440206154,7
391689,94787,043935806X,9
391705,94787,0671001795,9
391722,94796,0060928336,8
391748,94814,0671021001,6
391783,94818,0316096199,8
391846,94843,0440212561,9
391891,94853,0060502258,9
392046,94853,044021145X,8
392243,94853,0971880107,6
392729,94923,0553279912,8
393101,94931,0440224675,2
393161,94951,0380789019,9
393162,94951,0380789035,10
393195,94951,0449212602,8
393297,94952,006101351X,5
393382,94965,0440213525,8
393384,94965,0446610038,8
393407,94971,0440221471,8
393421,94978,0385335482,8
393428,94979,0345342968,10
393456,94985,0312924585,7
393460,94985,0345337662,7
393461,94985,0345342968,8
393477,94985,044651652X,7
393485,94985,0452282152,7
393778,95010,0440213525,7
393907,95011,0385504209,9
393923,95025,0060930535,7
393941,95025,0385504209,6
393960,95025,0971880107,8
393974,95043,0380789019,8
393976,95043,0440206154,9
394125,95102,0671021001,8
394129,95104,0156027321,10
394147,95128,1400034779,7
394148,95129,0385503822,5
394168,95146,0316601950,8
394208,95173,0060392452,9
394216,95173,0142001740,9
394227,95173,0316776963,8
394235,95173,0375700757,9
394242,95173,0385492081,5
394254,95173,0449005615,10
394289,95173,1400034779,10
394297,95174,0440222656,8
394386,95193,0385504209,10
394723,95207,0440226430,8
394736,95215,0385503822,5
394789,95250,0060987103,8
394796,95250,0156027321,10
394816,95250,0440206154,5
394929,95269,014028009X,6
394947,95271,0440213525,7
394985,95300,0345370775,10
394987,95300,068484477X,9
395145,95316,0345337662,5
395474,95359,0060392452,10
395488,95359,0060915544,9
395498,95359,0060934417,9
395508,95359,0060976845,7
395520,95359,0061009059,8
395599,95359,0140293248,8
395642,95359,0312195516,7
395647,95359,0312278586,9
395650,95359,0312305060,10
395674,95359,0316096199,9
395682,95359,0316284955,6
395693,95359,0316601950,10
395695,95359,0316666343,9
395698,95359,0316769487,8
395716,95359,0345361792,10
395720,95359,0345370775,9
395810,95359,0375707972,6
395813,95359,0375725784,9
395814,95359,0375726403,9
395816,95359,0375727345,7
395895,95359,0385265700,8
395918,95359,0385486804,10
395921,95359,0385492081,10
395970,95359,0399501487,10
396026,95359,043935806X,10
396049,95359,0440219078,9
396069,95359,0440226430,6
396078,95359,0440236673,7
396142,95359,0446310786,10
396175,95359,0446610038,8
396208,95359,0449212602,10
396280,95359,0451524934,10
396373,95359,0553279912,4
396424,95359,0553572997,9
396496,95359,0671003755,8
396508,95359,0671027360,9
396940,95360,0385492081,7
396942,95360,0671021001,10
396948,95362,0140293248,6
396970,95393,0061009059,8
396977,95393,0312291639,7
396979,95393,0312966970,8
397002,95393,0786868716,7
397005,95394,0440214041,7
397018,95403,0767902521,10
397024,95417,0060976845,7
397048,95445,0312305060,10
397055,95447,0452282152,8
397134,95492,0064407667,6
397164,95506,0060930535,9
397172,95506,0312305060,8
397359,95525,0684801523,8
397453,95574,0385504209,5
397550,95590,0440220602,9
397733,95741,0140293248,8
397809,95758,0590353403,10
397819,95781,0060987103,7
397884,95864,0060392452,6
397927,95881,0684872153,10
398317,95903,0312195516,10
398535,95907,0060392452,7
398626,95916,067976402X,8
398645,95921,0312291639,9
398663,95921,0446610038,7
398671,95921,0452282152,8
398735,95923,0312278586,8
398808,95923,059035342X,8
398823,95923,0679746048,9
398877,95932,0060928336,8
398886,95932,006101351X,9
398956,95932,0316776963,8
398959,95932,0345313860,8
398999,95932,0380789035,7
399057,95932,044021145X,7
399061,95932,0440214041,7
399096,95932,0449005615,10
399097,95932,0449212602,10
399185,95932,0671510053,9
399225,95932,0743418174,7
399331,95933,0375726403,9
399344,95951,0440236673,5
399468,95991,0440211727,7
399647,96009,0804106304,9
399699,96054,0060502258,9
399744,96054,0316666343,10
399754,96054,0345342968,5
399791,96054,0439064872,10
399816,96054,0446672211,10
399934,96055,0060928336,9
399936,96055,0312966970,7
399940,96055,0671001795,8
400005,96103,0440213525,9
400015,96108,006101351X,7
400035,96115,0316666343,8
400167,96239,0375726403,8
400216,96320,0060502258,7
400244,96320,044021145X,10
400245,96320,0440214041,8
400247,96320,0440236673,6
400263,96320,0743418174,10
400321,96341,0446612545,8
400350,96357,0060928336,8
400367,96357,0316601950,9
400368,96357,0316769487,9
400370,96357,0345370775,7
400377,96357,0385720106,9
400381,96357,0399501487,8
400388,96357,0440222656,9
400392,96357,0446364193,8
400395,96357,0446606812,8
400409,96357,0553572997,8
400419,96357,0684801523,9
400423,96357,0804106304,9
400427,96357,0842329129,9
400540,96440,0060987103,7
400567,96440,0375707972,5
400569,96440,0375725784,6
400646,96448,0060987103,8
400676,96448,0345370775,8
400909,96448,0684801523,9
400920,96448,0805063897,8
400963,96456,0743418174,10
401056,96474,0671510053,6
401185,96481,0380789035,5
401197,96490,0385503822,8
401317,96521,0060938455,10
401376,96535,0316284955,8
401403,96554,0142001740,10
401406,96554,0156027321,10
401424,96554,0440226430,9
401430,96554,0452282152,8
401614,96589,0446612545,8
401624,96602,0316776963,8
401646,96608,0449212602,5
401682,96623,0142001740,8
401698,96635,0446605239,10
401737,96667,0316666343,5
401747,96679,0060502258,5
401762,96679,0316284955,9
401822,96689,0385504209,5
401826,96699,0385504209,10
401894,96744,0345339681,10
401895,96744,0345339703,10
401901,96744,0385504209,9
401908,96744,044021145X,10
401909,96744,0440221471,10
401910,96744,044022165X,8
401925,96744,0671027360,10
402019,96771,0440213525,10
402251,96821,0440219078,9
402266,96843,0446610038,8
402267,96843,0684872153,8
402281,96869,0312924585,7
402370,96880,0060928336,9
402402,96889,0385504209,7
402464,96936,0440226430,8
402515,96954,0345417623,10
402519,96954,0446364193,10
402520,96954,0446672211,10
402563,96970,0060915544,7
402574,96970,0316776963,7
402587,96970,0452282152,8
402591,96970,0671510053,10
402593,96970,067976402X,7
402611,96989,0142001740,8
402612,96989,0316776963,9
402629,96999,0743237188,8
402713,97044,0446608955,5
402741,97055,0804106304,8
402973,97183,0312924585,7
403062,97209,0679429220,7
403095,97268,0060915544,9
403145,97290,043935806X,10
403225,97324,0312305060,8
403235,97324,0399501487,9
403317,97330,0684872153,10
403368,97381,044022165X,8
403432,97443,0440214041,8
403518,97531,0449212602,8
403525,97537,0743418174,8
403687,97621,0060938455,10
403723,97646,0064407667,5
403742,97660,0316601950,8
403751,97679,0439064864,7
403762,97694,0316776963,10
403778,97694,0446672211,10
403812,97721,0140293248,6
403828,97721,0440225701,10
403832,97721,0440236673,9
403912,97754,0375726403,10
403998,97754,0743418174,5
404171,97848,0316666343,10
404232,97874,0060392452,10
404239,97874,0060938455,9
404250,97874,0156027321,8
404262,97874,0316096199,5
404266,97874,0316666343,9
404270,97874,0345361792,10
404285,97874,0385504209,1
404301,97874,0446611867,10
404378,97874,0786868716,6
404452,97905,0842329129,9
404482,97915,0312983271,7
404496,97940,0316601950,5
404511,97945,0380789019,7
404514,97945,0439064872,10
404516,97945,059035342X,9
404590,97959,0446672211,5
404604,97969,0743237188,7
404751,98051,0671003755,2
404754,98060,0316284955,8
404756,98060,0671021001,6
405072,98263,0140293248,8
405076,98263,0345443284,8
405078,98263,0375707972,10
405081,98263,0385265700,10
405087,98263,0446672211,10
405097,98263,0671510053,10
405103,98263,067976402X,10
405105,98263,068484477X,10
405106,98263,0684874350,10
405132,98263,1400034779,10
405637,98320,0440213525,8
405639,98320,0440220602,8
405642,98320,0440241073,8
